State,Measure Name,Measure ID,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Measure Start Date,Measure End Date
VT,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,6,0,0,,10/1/2015,6/30/2017
VT,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,6,0,0,,10/1/2015,6/30/2017
VT,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,6,0,0,,10/1/2015,6/30/2017
VT,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,6,0,0,,10/1/2015,6/30/2017
VT,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,6,0,0,,10/1/2015,6/30/2017
VT,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,6,0,0,,10/1/2015,6/30/2017
VT,Pressure sores,PSI_3_ULCER,0,6,0,0,,10/1/2015,6/30/2017
VT,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,2,0,4,,10/1/2015,6/30/2017
VT,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,6,0,0,,10/1/2015,6/30/2017
VT,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,6,0,0,,10/1/2015,6/30/2017
VT,Serious complications,PSI_90_SAFETY,0,6,0,Not Available,,10/1/2015,6/30/2017
VT,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,6,0,0,,10/1/2015,6/30/2017
WA,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,3,50,2,7,,4/1/2014,3/31/2017
WA,Death rate for heart attack patients,MORT_30_AMI,1,47,0,34,,7/1/2014,6/30/2017
WA,Death rate for CABG surgery patients,MORT_30_CABG,0,16,0,1,,7/1/2014,6/30/2017
WA,Death rate for COPD patients,MORT_30_COPD,6,63,0,17,,7/1/2014,6/30/2017
WA,Death rate for heart failure patients,MORT_30_HF,6,61,0,22,,7/1/2014,6/30/2017
WA,Death rate for pneumonia patients,MORT_30_PN,9,68,3,10,,7/1/2014,6/30/2017
WA,Death rate for stroke patients,MORT_30_STK,2,52,1,30,,7/1/2014,6/30/2017
WA,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,46,0,1,,10/1/2015,6/30/2017
WA,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,1,43,2,1,,10/1/2015,6/30/2017
WA,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,1,44,1,1,,10/1/2015,6/30/2017
WA,Blood stream infection after surgery,PSI_13_POST_SEPSIS,1,45,0,0,,10/1/2015,6/30/2017
WA,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,45,0,2,,10/1/2015,6/30/2017
WA,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1,45,0,1,,10/1/2015,6/30/2017
WA,Pressure sores,PSI_3_ULCER,3,44,0,0,,10/1/2015,6/30/2017
WA,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,1,36,0,7,,10/1/2015,6/30/2017
WA,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,47,0,0,,10/1/2015,6/30/2017
WA,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,47,0,0,,10/1/2015,6/30/2017
WA,Serious complications,PSI_90_SAFETY,2,42,3,Not Available,,10/1/2015,6/30/2017
WA,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,46,0,1,,10/1/2015,6/30/2017
WI,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,82,1,19,,4/1/2014,3/31/2017
WI,Death rate for heart attack patients,MORT_30_AMI,1,50,2,67,,7/1/2014,6/30/2017
WI,Death rate for CABG surgery patients,MORT_30_CABG,0,24,1,4,,7/1/2014,6/30/2017
WI,Death rate for COPD patients,MORT_30_COPD,2,93,1,24,,7/1/2014,6/30/2017
WI,Death rate for heart failure patients,MORT_30_HF,4,95,4,20,,7/1/2014,6/30/2017
WI,Death rate for pneumonia patients,MORT_30_PN,6,108,6,3,,7/1/2014,6/30/2017
WI,Death rate for stroke patients,MORT_30_STK,3,68,0,47,,7/1/2014,6/30/2017
WI,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,65,0,0,,10/1/2015,6/30/2017
WI,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,4,59,2,0,,10/1/2015,6/30/2017
WI,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,65,0,0,,10/1/2015,6/30/2017
WI,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,64,1,0,,10/1/2015,6/30/2017
WI,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,63,0,2,,10/1/2015,6/30/2017
WI,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,65,0,0,,10/1/2015,6/30/2017
WI,Pressure sores,PSI_3_ULCER,2,63,0,0,,10/1/2015,6/30/2017
WI,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,30,0,29,,10/1/2015,6/30/2017
WI,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,65,0,0,,10/1/2015,6/30/2017
WI,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,65,0,0,,10/1/2015,6/30/2017
WI,Serious complications,PSI_90_SAFETY,2,59,4,Not Available,,10/1/2015,6/30/2017
WI,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,64,0,0,,10/1/2015,6/30/2017
WV,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,22,1,9,,4/1/2014,3/31/2017
WV,Death rate for heart attack patients,MORT_30_AMI,0,28,0,24,,7/1/2014,6/30/2017
WV,Death rate for CABG surgery patients,MORT_30_CABG,0,6,0,1,,7/1/2014,6/30/2017
WV,Death rate for COPD patients,MORT_30_COPD,0,40,3,5,,7/1/2014,6/30/2017
WV,Death rate for heart failure patients,MORT_30_HF,1,38,2,11,,7/1/2014,6/30/2017
WV,Death rate for pneumonia patients,MORT_30_PN,3,44,3,2,,7/1/2014,6/30/2017
WV,Death rate for stroke patients,MORT_30_STK,2,20,0,24,,7/1/2014,6/30/2017
WV,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,24,0,2,,10/1/2015,6/30/2017
WV,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,1,23,0,2,,10/1/2015,6/30/2017
WV,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,26,0,3,,10/1/2015,6/30/2017
WV,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,24,0,2,,10/1/2015,6/30/2017
WV,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,25,0,3,,10/1/2015,6/30/2017
WV,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,27,0,1,,10/1/2015,6/30/2017
WV,Pressure sores,PSI_3_ULCER,1,27,0,1,,10/1/2015,6/30/2017
WV,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,1,14,0,10,,10/1/2015,6/30/2017
WV,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,29,0,0,,10/1/2015,6/30/2017
WV,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,29,0,0,,10/1/2015,6/30/2017
WV,Serious complications,PSI_90_SAFETY,1,28,0,Not Available,,10/1/2015,6/30/2017
WV,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,26,0,3,,10/1/2015,6/30/2017
WY,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,14,0,6,,4/1/2014,3/31/2017
WY,Death rate for heart attack patients,MORT_30_AMI,0,5,0,18,,7/1/2014,6/30/2017
WY,Death rate for CABG surgery patients,MORT_30_CABG,0,2,0,0,,7/1/2014,6/30/2017
WY,Death rate for COPD patients,MORT_30_COPD,0,18,0,8,,7/1/2014,6/30/2017
WY,Death rate for heart failure patients,MORT_30_HF,1,18,0,9,,7/1/2014,6/30/2017
WY,Death rate for pneumonia patients,MORT_30_PN,0,23,0,5,,7/1/2014,6/30/2017
WY,Death rate for stroke patients,MORT_30_STK,0,8,0,16,,7/1/2014,6/30/2017
WY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,10,0,0,,10/1/2015,6/30/2017
WY,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,10,0,0,,10/1/2015,6/30/2017
WY,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,10,0,0,,10/1/2015,6/30/2017
WY,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,10,0,0,,10/1/2015,6/30/2017
WY,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,9,0,1,,10/1/2015,6/30/2017
WY,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,9,0,1,,10/1/2015,6/30/2017
WY,Pressure sores,PSI_3_ULCER,0,10,0,0,,10/1/2015,6/30/2017
WY,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,2,0,6,,10/1/2015,6/30/2017
WY,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,10,0,0,,10/1/2015,6/30/2017
WY,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,10,0,0,,10/1/2015,6/30/2017
WY,Serious complications,PSI_90_SAFETY,0,10,0,Not Available,,10/1/2015,6/30/2017
WY,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,10,0,0,,10/1/2015,6/30/2017
